,n_genes,dataset
"""P308_29_155""",297,human_liver_2019
"""P308_29_163""",1262,human_liver_2019
"""P308_29_164""",1463,human_liver_2019
"""P308_29_170""",135,human_liver_2019
"""P308_29_172""",1196,human_liver_2019
"""P308_29_177""",1724,human_liver_2019
"""P308_29_178""",681,human_liver_2019
"""P308_29_185""",480,human_liver_2019
"""P308_29_186""",420,human_liver_2019
"""P308_29_187""",927,human_liver_2019
"""P308_29_188""",1829,human_liver_2019
"""P308_3_2""",4317,human_liver_2019
"""P308_3_4""",1511,human_liver_2019
"""P308_3_6""",258,human_liver_2019
"""P308_3_8""",2531,human_liver_2019
"""P308_3_9""",977,human_liver_2019
"""P308_3_10""",347,human_liver_2019
"""P308_3_12""",1160,human_liver_2019
"""P308_3_13""",70,human_liver_2019
"""P308_3_15""",1525,human_liver_2019
"""P308_3_16""",1224,human_liver_2019
"""P308_3_17""",1376,human_liver_2019
"""P308_3_19""",834,human_liver_2019
"""P308_3_20""",1902,human_liver_2019
"""P308_3_21""",1446,human_liver_2019
"""P308_3_22""",3297,human_liver_2019
"""P308_3_23""",406,human_liver_2019
"""P308_3_24""",1429,human_liver_2019
"""P308_3_25""",1619,human_liver_2019
"""P308_3_26""",1208,human_liver_2019
"""P308_3_27""",888,human_liver_2019
"""P308_3_28""",1705,human_liver_2019
"""P308_3_29""",2069,human_liver_2019
"""P308_3_30""",2301,human_liver_2019
"""P308_3_31""",3013,human_liver_2019
"""P308_3_32""",1497,human_liver_2019
"""P308_3_33""",1960,human_liver_2019
"""P308_3_34""",1093,human_liver_2019
"""P308_3_36""",540,human_liver_2019
"""P308_3_37""",1313,human_liver_2019
"""P308_3_38""",4059,human_liver_2019
"""P308_3_40""",1594,human_liver_2019
"""P308_3_41""",1818,human_liver_2019
"""P308_3_43""",1217,human_liver_2019
"""P308_3_45""",912,human_liver_2019
"""P308_3_46""",1062,human_liver_2019
"""P308_3_48""",3472,human_liver_2019
"""P308_3_49""",1687,human_liver_2019
"""P308_3_50""",1134,human_liver_2019
"""P308_3_51""",1417,human_liver_2019
"""P308_3_52""",1032,human_liver_2019
"""P308_3_57""",1006,human_liver_2019
"""P308_3_59""",1398,human_liver_2019
"""P308_3_62""",2642,human_liver_2019
"""P308_3_63""",917,human_liver_2019
"""P308_3_65""",1444,human_liver_2019
"""P308_3_67""",1339,human_liver_2019
"""P308_3_68""",1906,human_liver_2019
"""P308_3_69""",1057,human_liver_2019
"""P308_3_70""",995,human_liver_2019
"""P308_3_71""",943,human_liver_2019
"""P308_3_72""",1396,human_liver_2019
"""P308_3_73""",1487,human_liver_2019
"""P308_3_75""",3785,human_liver_2019
"""P308_3_76""",1459,human_liver_2019
"""P308_3_77""",1237,human_liver_2019
"""P308_3_79""",1465,human_liver_2019
"""P308_3_80""",2198,human_liver_2019
"""P308_3_82""",1456,human_liver_2019
"""P308_3_83""",2513,human_liver_2019
"""P308_3_85""",1243,human_liver_2019
"""P308_3_86""",2601,human_liver_2019
"""P308_3_87""",986,human_liver_2019
"""P308_3_88""",1501,human_liver_2019
"""P308_3_89""",520,human_liver_2019
"""P308_3_91""",1746,human_liver_2019
"""P308_3_92""",1227,human_liver_2019
"""P308_3_93""",1438,human_liver_2019
"""P308_3_94""",3196,human_liver_2019
"""P308_3_95""",3291,human_liver_2019
"""P308_3_96""",1449,human_liver_2019
"""P308_30_97""",189,human_liver_2019
"""P308_30_100""",3685,human_liver_2019
"""P308_30_101""",2785,human_liver_2019
"""P308_30_102""",2668,human_liver_2019
"""P308_30_106""",1300,human_liver_2019
"""P308_30_107""",2660,human_liver_2019
"""P308_30_108""",2229,human_liver_2019
"""P308_30_114""",1249,human_liver_2019
"""P308_30_115""",1872,human_liver_2019
"""P308_30_121""",2479,human_liver_2019
"""P308_30_122""",3842,human_liver_2019
"""P308_30_123""",2542,human_liver_2019
"""P308_30_124""",4373,human_liver_2019
"""P308_30_126""",4524,human_liver_2019
"""P308_30_129""",1446,human_liver_2019
"""P308_30_130""",2225,human_liver_2019
"""P308_30_131""",1636,human_liver_2019
"""P308_30_132""",1574,human_liver_2019
"""P308_30_134""",3955,human_liver_2019
"""P308_30_138""",640,human_liver_2019
"""P308_30_139""",869,human_liver_2019
"""P308_30_140""",4261,human_liver_2019
"""P308_30_145""",2351,human_liver_2019
"""P308_30_153""",98,human_liver_2019
"""P308_30_154""",260,human_liver_2019
"""P308_30_156""",441,human_liver_2019
"""P308_30_163""",1811,human_liver_2019
"""P308_30_165""",2498,human_liver_2019
"""P308_30_169""",1406,human_liver_2019
"""P308_30_170""",2061,human_liver_2019
"""P308_30_174""",2424,human_liver_2019
"""P308_30_178""",2884,human_liver_2019
"""P308_31_3""",2462,human_liver_2019
"""P308_31_4""",3475,human_liver_2019
"""P308_31_6""",755,human_liver_2019
"""P308_31_9""",1959,human_liver_2019
"""P308_31_10""",2676,human_liver_2019
"""P308_31_13""",1913,human_liver_2019
"""P308_31_17""",2314,human_liver_2019
"""P308_31_20""",2728,human_liver_2019
"""P308_31_22""",1236,human_liver_2019
"""P308_31_25""",1565,human_liver_2019
"""P308_31_26""",2154,human_liver_2019
"""P308_31_28""",1908,human_liver_2019
"""P308_31_29""",2234,human_liver_2019
"""P308_31_34""",3743,human_liver_2019
"""P308_31_35""",3622,human_liver_2019
"""P308_31_36""",4868,human_liver_2019
"""P308_31_37""",3591,human_liver_2019
"""P308_31_41""",1787,human_liver_2019
"""P308_31_42""",1904,human_liver_2019
"""P308_31_43""",2796,human_liver_2019
"""P308_31_50""",3687,human_liver_2019
"""P308_31_51""",2292,human_liver_2019
"""P308_31_53""",95,human_liver_2019
"""P308_31_54""",3015,human_liver_2019
"""P308_31_57""",2296,human_liver_2019
"""P308_31_58""",577,human_liver_2019
"""P308_31_59""",4083,human_liver_2019
"""P308_31_66""",2498,human_liver_2019
"""P308_31_68""",401,human_liver_2019
"""P308_31_70""",3776,human_liver_2019
"""P308_31_73""",3593,human_liver_2019
"""P308_31_75""",5392,human_liver_2019
"""P308_31_77""",4768,human_liver_2019
"""P308_31_83""",1914,human_liver_2019
"""P308_31_90""",2743,human_liver_2019
"""P308_31_91""",245,human_liver_2019
"""P308_31_92""",3128,human_liver_2019
"""P308_31_93""",3289,human_liver_2019
"""P308_31_94""",2917,human_liver_2019
"""P308_32_97""",3812,human_liver_2019
"""P308_32_99""",2407,human_liver_2019
"""P308_32_100""",4555,human_liver_2019
"""P308_32_102""",241,human_liver_2019
"""P308_32_105""",3243,human_liver_2019
"""P308_32_106""",4040,human_liver_2019
"""P308_32_108""",1425,human_liver_2019
"""P308_32_110""",931,human_liver_2019
"""P308_32_115""",2453,human_liver_2019
"""P308_32_116""",111,human_liver_2019
"""P308_32_117""",3123,human_liver_2019
"""P308_32_122""",3944,human_liver_2019
"""P308_32_123""",4126,human_liver_2019
"""P308_32_124""",5195,human_liver_2019
"""P308_32_125""",4838,human_liver_2019
"""P308_32_126""",3909,human_liver_2019
"""P308_32_129""",2187,human_liver_2019
"""P308_32_130""",2705,human_liver_2019
"""P308_32_131""",4049,human_liver_2019
"""P308_32_133""",189,human_liver_2019
"""P308_32_134""",3132,human_liver_2019
"""P308_32_137""",3070,human_liver_2019
"""P308_32_139""",3650,human_liver_2019
"""P308_32_145""",281,human_liver_2019
"""P308_32_147""",2766,human_liver_2019
"""P308_32_148""",5843,human_liver_2019
"""P308_32_150""",602,human_liver_2019
"""P308_32_154""",4975,human_liver_2019
"""P308_32_155""",3408,human_liver_2019
"""P308_32_157""",78,human_liver_2019
"""P308_32_158""",670,human_liver_2019
"""P308_32_161""",4897,human_liver_2019
"""P308_32_162""",677,human_liver_2019
"""P308_32_163""",2954,human_liver_2019
"""P308_32_165""",1063,human_liver_2019
"""P308_32_166""",3709,human_liver_2019
"""P308_32_169""",731,human_liver_2019
"""P308_32_171""",1843,human_liver_2019
"""P308_32_178""",4320,human_liver_2019
"""P308_32_179""",4058,human_liver_2019
"""P308_32_181""",5012,human_liver_2019
"""P308_32_185""",3245,human_liver_2019
"""P308_32_186""",2172,human_liver_2019
"""P308_32_187""",492,human_liver_2019
"""P308_32_188""",2832,human_liver_2019
"""P308_32_190""",1440,human_liver_2019
"""P308_33_1""",2357,human_liver_2019
"""P308_33_2""",3072,human_liver_2019
"""P308_33_3""",4624,human_liver_2019
"""P308_33_4""",478,human_liver_2019
"""P308_33_5""",3094,human_liver_2019
"""P308_33_9""",135,human_liver_2019
"""P308_33_12""",484,human_liver_2019
"""P308_33_17""",3806,human_liver_2019
"""P308_33_20""",3438,human_liver_2019
"""P308_33_21""",652,human_liver_2019
"""P308_33_25""",2383,human_liver_2019
"""P308_33_30""",2198,human_liver_2019
"""P308_33_38""",3485,human_liver_2019
"""P308_33_41""",1200,human_liver_2019
"""P308_33_44""",2120,human_liver_2019
"""P308_33_46""",192,human_liver_2019
"""P308_33_49""",3068,human_liver_2019
"""P308_33_50""",542,human_liver_2019
"""P308_33_51""",1223,human_liver_2019
"""P308_33_53""",2749,human_liver_2019
"""P308_33_57""",1326,human_liver_2019
"""P308_33_58""",1003,human_liver_2019
"""P308_33_60""",335,human_liver_2019
"""P308_33_62""",628,human_liver_2019
"""P308_33_65""",2624,human_liver_2019
"""P308_33_68""",3076,human_liver_2019
"""P308_33_69""",4791,human_liver_2019
"""P308_33_73""",1736,human_liver_2019
"""P308_33_75""",1734,human_liver_2019
"""P308_33_76""",917,human_liver_2019
"""P308_33_77""",554,human_liver_2019
"""P308_33_81""",741,human_liver_2019
"""P308_33_82""",143,human_liver_2019
"""P308_33_85""",4967,human_liver_2019
"""P308_33_89""",3431,human_liver_2019
"""P308_33_92""",154,human_liver_2019
"""P308_33_93""",2653,human_liver_2019
"""P308_33_94""",92,human_liver_2019
"""P308_34_1""",4980,human_liver_2019
"""P308_34_3""",1982,human_liver_2019
"""P308_34_4""",1447,human_liver_2019
"""P308_34_9""",559,human_liver_2019
"""P308_34_10""",1400,human_liver_2019
"""P308_34_11""",4011,human_liver_2019
"""P308_34_12""",1500,human_liver_2019
"""P308_34_17""",2605,human_liver_2019
"""P308_34_18""",4308,human_liver_2019
"""P308_34_20""",1546,human_liver_2019
"""P308_34_25""",1300,human_liver_2019
"""P308_34_26""",3084,human_liver_2019
"""P308_34_27""",3782,human_liver_2019
"""P308_34_28""",3386,human_liver_2019
"""P308_34_33""",2867,human_liver_2019
"""P308_34_35""",4728,human_liver_2019
"""P308_34_36""",2684,human_liver_2019
"""P308_34_41""",1365,human_liver_2019
"""P308_34_42""",1237,human_liver_2019
"""P308_34_43""",4645,human_liver_2019
"""P308_34_44""",2793,human_liver_2019
"""P308_34_50""",4023,human_liver_2019
"""P308_34_51""",1843,human_liver_2019
"""P308_34_52""",1667,human_liver_2019
"""P308_34_59""",2604,human_liver_2019
"""P308_34_60""",955,human_liver_2019
"""P308_34_67""",3425,human_liver_2019
"""P308_34_68""",3199,human_liver_2019
"""P308_34_73""",3032,human_liver_2019
"""P308_34_74""",2659,human_liver_2019
"""P308_34_75""",3932,human_liver_2019
"""P308_34_76""",3838,human_liver_2019
"""P308_34_81""",1529,human_liver_2019
"""P308_34_82""",1455,human_liver_2019
"""P308_34_83""",2555,human_liver_2019
"""P308_34_84""",993,human_liver_2019
"""P308_34_89""",2032,human_liver_2019
"""P308_34_90""",4159,human_liver_2019
"""P308_34_91""",4915,human_liver_2019
"""P308_34_92""",1102,human_liver_2019
"""P308_34_97""",4373,human_liver_2019
"""P308_34_98""",1523,human_liver_2019
"""P308_34_99""",1987,human_liver_2019
"""P308_34_100""",991,human_liver_2019
"""P308_34_105""",1917,human_liver_2019
"""P308_34_106""",1715,human_liver_2019
"""P308_34_108""",990,human_liver_2019
"""P308_34_113""",1623,human_liver_2019
"""P308_34_114""",3656,human_liver_2019
"""P308_34_115""",1029,human_liver_2019
"""P308_34_116""",3489,human_liver_2019
"""P308_34_121""",3489,human_liver_2019
"""P308_34_122""",2513,human_liver_2019
"""P308_34_123""",3397,human_liver_2019
"""P308_34_124""",2295,human_liver_2019
"""P308_34_129""",1686,human_liver_2019
"""P308_34_132""",1157,human_liver_2019
"""P308_34_137""",899,human_liver_2019
"""P308_34_138""",2459,human_liver_2019
"""P308_34_139""",1462,human_liver_2019
"""P308_34_140""",1114,human_liver_2019
"""P308_34_147""",2061,human_liver_2019
"""P308_34_148""",1458,human_liver_2019
"""P308_34_153""",1120,human_liver_2019
"""P308_34_154""",1423,human_liver_2019
"""P308_34_156""",236,human_liver_2019
"""P308_34_161""",1604,human_liver_2019
"""P308_34_162""",2129,human_liver_2019
"""P308_34_163""",3305,human_liver_2019
"""P308_34_164""",4332,human_liver_2019
"""P308_34_169""",2768,human_liver_2019
"""P308_34_170""",1387,human_liver_2019
"""P308_34_171""",3148,human_liver_2019
"""P308_34_172""",2017,human_liver_2019
"""P308_34_177""",3664,human_liver_2019
"""P308_34_178""",3785,human_liver_2019
"""P308_34_179""",1114,human_liver_2019
"""P308_34_180""",2907,human_liver_2019
"""P308_34_186""",3100,human_liver_2019
"""P308_34_187""",1043,human_liver_2019
"""P308_35_9""",575,human_liver_2019
"""P308_35_12""",818,human_liver_2019
"""P308_35_18""",861,human_liver_2019
"""P308_35_21""",500,human_liver_2019
"""P308_35_26""",1435,human_liver_2019
"""P308_35_30""",1797,human_liver_2019
"""P308_35_36""",502,human_liver_2019
"""P308_35_38""",537,human_liver_2019
"""P308_35_39""",1024,human_liver_2019
"""P308_35_40""",1099,human_liver_2019
"""P308_35_41""",509,human_liver_2019
"""P308_35_44""",606,human_liver_2019
"""P308_35_45""",1028,human_liver_2019
"""P308_35_48""",564,human_liver_2019
"""P308_35_51""",765,human_liver_2019
"""P308_35_52""",740,human_liver_2019
"""P308_35_53""",378,human_liver_2019
"""P308_35_56""",632,human_liver_2019
"""P308_35_60""",1312,human_liver_2019
"""P308_35_63""",1423,human_liver_2019
"""P308_35_67""",508,human_liver_2019
"""P308_35_68""",933,human_liver_2019
"""P308_35_71""",522,human_liver_2019
"""P308_35_76""",612,human_liver_2019
"""P308_35_83""",468,human_liver_2019
"""P308_35_85""",478,human_liver_2019
"""P308_35_88""",512,human_liver_2019
"""P308_35_93""",646,human_liver_2019
"""P308_36_101""",635,human_liver_2019
"""P308_36_105""",1018,human_liver_2019
"""P308_36_109""",848,human_liver_2019
"""P308_36_114""",552,human_liver_2019
"""P308_36_116""",22,human_liver_2019
"""P308_36_117""",888,human_liver_2019
"""P308_36_119""",539,human_liver_2019
"""P308_36_120""",863,human_liver_2019
"""P308_36_126""",419,human_liver_2019
"""P308_36_130""",540,human_liver_2019
"""P308_36_132""",964,human_liver_2019
"""P308_36_135""",275,human_liver_2019
"""P308_36_142""",681,human_liver_2019
"""P308_36_149""",715,human_liver_2019
"""P308_36_151""",1837,human_liver_2019
"""P308_36_152""",1483,human_liver_2019
"""P308_36_153""",996,human_liver_2019
"""P308_36_154""",1391,human_liver_2019
"""P308_36_157""",464,human_liver_2019
"""P308_36_158""",691,human_liver_2019
"""P308_36_160""",501,human_liver_2019
"""P308_36_161""",331,human_liver_2019
"""P308_36_163""",755,human_liver_2019
"""P308_36_164""",541,human_liver_2019
"""P308_36_166""",265,human_liver_2019
"""P308_36_171""",449,human_liver_2019
"""P308_36_172""",623,human_liver_2019
"""P308_36_173""",28,human_liver_2019
"""P308_36_176""",1162,human_liver_2019
"""P308_36_178""",51,human_liver_2019
"""P308_36_180""",522,human_liver_2019
"""P308_36_181""",886,human_liver_2019
"""P308_36_182""",642,human_liver_2019
"""P308_36_183""",759,human_liver_2019
"""P308_36_186""",502,human_liver_2019
"""P308_36_188""",41,human_liver_2019
"""P308_36_191""",579,human_liver_2019
"""P308_36_192""",829,human_liver_2019
"""P308_4_98""",3384,human_liver_2019
"""P308_4_100""",1264,human_liver_2019
"""P308_4_102""",650,human_liver_2019
"""P308_4_104""",342,human_liver_2019
"""P308_4_105""",2827,human_liver_2019
"""P308_4_108""",1663,human_liver_2019
"""P308_4_109""",1731,human_liver_2019
"""P308_4_111""",1395,human_liver_2019
"""P308_4_112""",1880,human_liver_2019
"""P308_4_114""",1520,human_liver_2019
"""P308_4_115""",382,human_liver_2019
"""P308_4_117""",716,human_liver_2019
"""P308_4_120""",147,human_liver_2019
"""P308_4_122""",484,human_liver_2019
"""P308_4_123""",1780,human_liver_2019
"""P308_4_125""",247,human_liver_2019
"""P308_4_126""",3214,human_liver_2019
"""P308_4_127""",1295,human_liver_2019
"""P308_4_128""",1153,human_liver_2019
"""P308_4_130""",2910,human_liver_2019
"""P308_4_131""",2411,human_liver_2019
"""P308_4_132""",933,human_liver_2019
"""P308_4_133""",642,human_liver_2019
"""P308_4_134""",994,human_liver_2019
"""P308_4_136""",1644,human_liver_2019
"""P308_4_137""",3081,human_liver_2019
"""P308_4_138""",1181,human_liver_2019
"""P308_4_139""",426,human_liver_2019
"""P308_4_141""",1106,human_liver_2019
"""P308_4_142""",609,human_liver_2019
"""P308_4_144""",1151,human_liver_2019
"""P308_4_145""",1782,human_liver_2019
"""P308_4_147""",900,human_liver_2019
"""P308_4_152""",1879,human_liver_2019
"""P308_4_153""",2535,human_liver_2019
"""P308_4_156""",1324,human_liver_2019
"""P308_4_157""",988,human_liver_2019
"""P308_4_158""",1248,human_liver_2019
"""P308_4_160""",1075,human_liver_2019
"""P308_4_161""",1621,human_liver_2019
"""P308_4_162""",1628,human_liver_2019
"""P308_4_166""",2180,human_liver_2019
"""P308_4_169""",880,human_liver_2019
"""P308_4_173""",2469,human_liver_2019
"""P308_4_174""",2231,human_liver_2019
"""P308_4_175""",428,human_liver_2019
"""P308_4_179""",2525,human_liver_2019
"""P308_4_181""",902,human_liver_2019
"""P308_4_186""",698,human_liver_2019
"""P308_4_187""",861,human_liver_2019
"""P308_4_189""",2048,human_liver_2019
"""P308_4_190""",1145,human_liver_2019
"""P308_4_191""",1066,human_liver_2019
"""P308_4_192""",663,human_liver_2019
"""P308_5_2""",836,human_liver_2019
"""P308_5_3""",712,human_liver_2019
"""P308_5_4""",2429,human_liver_2019
"""P308_5_6""",715,human_liver_2019
"""P308_5_7""",649,human_liver_2019
"""P308_5_10""",1052,human_liver_2019
"""P308_5_13""",504,human_liver_2019
"""P308_5_15""",609,human_liver_2019
"""P308_5_17""",1908,human_liver_2019
"""P308_5_20""",667,human_liver_2019
"""P308_5_22""",739,human_liver_2019
"""P308_5_23""",786,human_liver_2019
"""P308_5_24""",582,human_liver_2019
"""P308_5_25""",989,human_liver_2019
"""P308_5_27""",735,human_liver_2019
"""P308_5_28""",359,human_liver_2019
"""P308_5_29""",619,human_liver_2019
"""P308_5_30""",596,human_liver_2019
"""P308_5_31""",1834,human_liver_2019
"""P308_5_33""",628,human_liver_2019
"""P308_5_34""",652,human_liver_2019
"""P308_5_36""",893,human_liver_2019
"""P308_5_37""",923,human_liver_2019
"""P308_5_38""",569,human_liver_2019
"""P308_5_39""",659,human_liver_2019
"""P308_5_41""",2456,human_liver_2019
"""P308_5_43""",624,human_liver_2019
"""P308_5_47""",950,human_liver_2019
"""P308_5_48""",5159,human_liver_2019
"""P308_5_49""",533,human_liver_2019
"""P308_5_50""",2181,human_liver_2019
"""P308_5_52""",874,human_liver_2019
"""P308_5_53""",1360,human_liver_2019
"""P308_5_54""",3163,human_liver_2019
"""P308_5_56""",1047,human_liver_2019
"""P308_5_58""",388,human_liver_2019
"""P308_5_59""",4591,human_liver_2019
"""P308_5_64""",1066,human_liver_2019
"""P308_5_65""",3249,human_liver_2019
"""P308_5_66""",1377,human_liver_2019
"""P308_5_73""",2572,human_liver_2019
"""P308_5_74""",350,human_liver_2019
"""P308_5_75""",1361,human_liver_2019
"""P308_5_76""",763,human_liver_2019
"""P308_5_79""",1333,human_liver_2019
"""P308_5_80""",594,human_liver_2019
